# Constructed from biom file
#OTU ID	S2406	S2408	S2419	S2421
ee3072cc17a5e70cb4e49387257957ec	5.0	0.0	0.0	0.0
dd4a00ba5fdc170d3da22bf724a020d8	2.0	0.0	0.0	3.0
2efb79fd6573738137582fc277e6e219	0.0	5.0	0.0	0.0
4312b429c28933c568488f8f2ccf60be	0.0	5.0	0.0	0.0
4b6332535763acc2b26ff232cbb1715a	0.0	5.0	0.0	0.0
ed94376cd70972b342e7d37b6eea9710	0.0	0.0	5.0	0.0
2764b7954f181d7f689cf09ce96cfb9e	0.0	0.0	0.0	5.0
f57522c517666e05ddddd52acda3c0bb	0.0	0.0	0.0	5.0
5aa5614c3b98c2b8abeda2760ee15d2f	0.0	0.0	0.0	5.0
9dacb9696de849a218d967c421f0bd1f	0.0	0.0	0.0	5.0
61f8f52e6c0c4171fa1e7967d0febf5b	0.0	0.0	0.0	5.0
48b92876940e467b73a053655396a8d4	0.0	0.0	0.0	5.0
60cb5363f520d007437ef4ed940bad82	0.0	0.0	0.0	5.0
73edefb64618f49481ab00897d6f5a0a	0.0	0.0	0.0	5.0
641c1c95ba1c1e188133db64e4d76efa	4.0	0.0	0.0	0.0
03e3baaa5bf49e67efbb0c9786067df0	4.0	0.0	0.0	0.0
6e236ed6661b6f149eee5fe6bc6f96bb	4.0	0.0	0.0	0.0
5ee181e7af48fbffd85476b1eefd0472	4.0	0.0	0.0	0.0
c7535fa9a8bf3d56365ed4371896fc95	4.0	0.0	0.0	0.0
e082726333711f2ea424a3232ed337e8	4.0	0.0	0.0	0.0
302aceb4ce82bb6c8892ac4034bef73d	0.0	4.0	0.0	0.0
dab4553d98c4daa33854757a9f1f877b	0.0	4.0	0.0	0.0
703f9933b08343e39e7df8ec91b4c816	0.0	4.0	0.0	0.0
9fd96896d6b4759540f851b973324075	0.0	0.0	4.0	0.0
bf1adbd3b5a217c781a3af04011485ff	0.0	0.0	4.0	0.0
3d5baff45729bf2214074c2e9f77ad10	0.0	0.0	0.0	4.0
9730d5fdad35e699fc53e21b3740dac0	0.0	0.0	0.0	4.0
e610e6919acb2694afa07df5e405a0ad	0.0	0.0	0.0	4.0
496cdfc9a2802597d4496130511b380d	0.0	0.0	0.0	4.0
04720a038796a8d1f71bbeb08674cffc	0.0	0.0	0.0	4.0
fd6596b3e80c83f75e69e398954d0f31	0.0	0.0	0.0	4.0
1e0c75e0c253b0e15290f96a9f46eafb	0.0	0.0	0.0	4.0
2537143bdf821dd5b9d76f354f51d229	3.0	0.0	0.0	0.0
e0add5ed2a74b4e7f61a770b9cec3f6c	3.0	0.0	0.0	0.0
68d3771f099b1de6c295038c6fadf934	3.0	0.0	0.0	0.0
6ba46f2b5eac60cd35b997c34e5e1c6a	0.0	3.0	0.0	0.0
af62728cdc8b3e916fabf7809066bf28	0.0	3.0	0.0	0.0
02a021a4a33ccd51f4b020422088397b	0.0	3.0	0.0	0.0
a8cd1140bfbc643b601c26d1f9e9c6e8	0.0	3.0	0.0	0.0
40d53554337806f59b13c788b44e192c	0.0	0.0	3.0	0.0
52f1526740a12c04581374b44903588e	0.0	0.0	3.0	0.0
93e3ca341ebc6b79571ca8fea5abf671	0.0	0.0	3.0	0.0
e1b35cbbbeb3c7be08124af8a6eb6fb5	0.0	0.0	0.0	3.0
8091dbdd5a2c2e3b93f49fa03eb13433	0.0	0.0	0.0	3.0
de3d0e440533123bef372ef43c19f3aa	0.0	0.0	0.0	3.0
7238274e33c8a584540f95dde02651d2	0.0	0.0	0.0	3.0
e672450b694a37aebf8bfb51d9ba7479	0.0	0.0	0.0	3.0
37db27274d1534b5ff701cfe737c1803	0.0	0.0	0.0	3.0
a67f147e2222f98cd19b98a2621140b9	0.0	0.0	0.0	3.0
28beea9493fdabe7178fbc71cdca3e4b	2.0	0.0	0.0	0.0
54f4a40fa02902a5eacd062de6b947d2	2.0	0.0	0.0	0.0
09d55484e1d428c941b919d26b459b97	2.0	0.0	0.0	0.0
cbae5fbff04aa3d05758c248433ada1b	2.0	0.0	0.0	0.0
33971a5f31da661c208d2ee9aa9e5769	2.0	0.0	0.0	0.0
29c0b831ad8278ee5185bfe79acc067e	0.0	2.0	0.0	0.0
ee60be1acc7fc9780b71f44996eb40ba	0.0	2.0	0.0	0.0
a2e2234d0c2e68f66d2146e031782589	0.0	0.0	2.0	0.0
a7412be3cd6d4bf4120e11ac47f56903	0.0	0.0	2.0	0.0
172258ace2bffca544329d3c7e44256c	0.0	0.0	2.0	0.0
3d3ceb7e5f66d1e27c1cf3ede761865f	0.0	0.0	2.0	0.0
fb20fe02d03657ad173a8eca8ce61c74	0.0	0.0	0.0	2.0
d22530b35fc6429268807301afff82ab	0.0	0.0	0.0	2.0
4a52428d397d1b8bd0ffcbeffd5a9097	0.0	0.0	0.0	2.0
ee4c824fccdf97ab3de5e8b086630483	0.0	0.0	0.0	2.0
310b09715d621fd92c58831d1aefbf40	0.0	0.0	0.0	2.0
ad40346ae4334462a8fa793bede3a4c6	0.0	0.0	0.0	2.0
30d44b6feb9e923b418819fbbed26a27	0.0	0.0	0.0	2.0
